REQUEST_INFO,how late is it open?
REQUEST_INFO,can i take a taxi there?
REQUEST_INFO,does it have good reviews?
REQUEST_INFO,how is that special?
REQUEST_INFO,do they have live music?
REQUEST_INFO,do children get a discount rate?
REQUEST_INFO,do we have to take the metro?
REQUEST_INFO,how can I get there?
REQUEST_INFO,is it far from here?
REQUEST_INFO,is it good for children?
REQUEST_INFO,is it open on Sundays?
REQUEST_INFO,is it very far?
REQUEST_INFO,what is the price?
REQUEST_INFO,what is the timetable?
THANKS,i appreciate it
THANKS,you were wonderful
THANKS,you are great
THANKS,this was very helpful
THANKS,thank you for your help
THANKS,thank you for helping us
THANKS,you were very nice
THANKS,cheers
THANKS,thank you
THANKS,thanks
THANKS,thanks a bunch
THANKS,thanks a lot
THANKS,very appreciated
GREETING,Good afternoon
GREETING,Hey hey
GREETING,Hey!
GREETING,Hi!
GREETING,Hi! How are you?
GREETING,Hello!
GREETING,Hello there
GREETING,hi nice to meet you
GREETING,nice to see you
GREETING,how's it going
GREETING,what's up
GREETING,hello there
GREETING,good to see you
GREETING,encantado
RECOMMENDATION,Any idea about a museum?
RECOMMENDATION,Where should I go today?
RECOMMENDATION,I'm bored at home
RECOMMENDATION,Can you help me to find something to do today?
RECOMMENDATION,Give me something to do
RECOMMENDATION,Do you have any recommendation?
REJECT,no thanks
REJECT,no thank you
REJECT,I don't like that one
CONFIRM,great
CONFIRM,Yes, I like it
CONFIRM,of course
CONFIRM,sure
CONFIRM,Yeah!
CONFIRM,Yep
CONFIRM,Yes I do
CONFIRM,Yes
CONFIRM,Yes, we like it
ADD_INFO,My favorite cuisine is French
REJECT,I'm not sure
REJECT,I'm not sure about it
GOODBYE,See you later!
GOODBYE,So long!
GOODBYE,See ya
GOODBYE,See you
GOODBYE,See ya!
GOODBYE,See you!
CONFIRM,Yes, I like it
CONFIRM,Of course
CONFIRM,Sure
